140  x  141
┌─────────┬──────┬──────┬─────────┬────────┬────────┐
│ (index) │  id  │ line │ foundAt │ length │ number │
Above:  .....
false
Below:  .....
false
Left:  .
false
Right:  .
false
look around 445
Above:  .....
false
Below:  .=...
true
Left:  .
false
Right:  .
false
look around 347
Above:  .....
false
Below:  ...*.
true
86 {
  id: 721,
  line: 85,
  foundAt: 14,
  length: 3,
  number: 347,
  foundGearAt: '86,16'
}
Left:  .
false
Right:  .
false
look around 455
Above:  ....*
true
{
  id: 722,
  line: 85,
  foundAt: 20,
  length: 3,
  number: 455,
  foundGearAt: '84,23'
}
Below:  .....
false
Left:  .
false
Right:  .
false
look around 92
Above:  ....
false
Below:  .-..
true
Left:  .
false
Right:  .
false
look around 367
Above:  ..-..
true
Below:  .....
false
Left:  .
false
Right:  .
false
look around 881
Above:  .....
false
Below:  .-...
true
Left:  .
false
Right:  .
false
look around 267
Above:  .....
false
Below:  .....
false
Left:  .
false
Right:  /
true
look around 89
Above:  ....
false
Below:  ....
false
Left:  -
true
Right:  .
false
look around 843
Above:  *....
true
{
  id: 728,
  line: 85,
  foundAt: 131,
  length: 3,
  number: 843,
  foundGearAt: '84,130'
}
Below:  .....
false
Left:  .
false
Right:  .
false
look around 782
Above:  .....
false
Below:  .....
false
Left:  *
true
Right:  .
false
look around 519
Above:  .....
false
Below:  *....
true
87 {
  id: 730,
  line: 86,
  foundAt: 6,
  length: 3,
  number: 519,
  foundGearAt: '87,5'
}
Left:  .
false
Right:  .
false
look around 401
Above:  .....
false
Below:  ..*..
true
87 {
  id: 731,
  line: 86,
  foundAt: 26,
  length: 3,
  number: 401,
  foundGearAt: '87,27'
}
Left:  .
false
Right:  .
false
look around 996
Above:  .=...
true
Below:  .....
false
Left:  .
false
Right:  .
false
look around 452
Above:  ..#..
true
Below:  .....
false
Left:  .
false
Right:  .
false
look around 387
Above:  .....
false
Below:  .....
false
Left:  -
true
Right:  .
false
look around 886
Above:  .....
false
Below:  .$...
true
Left:  .
false
Right:  .
false
look around 982
Above:  .*...
true
{
  id: 736,
  line: 86,
  foundAt: 65,
  length: 3,
  number: 982,
  foundGearAt: '85,65'
}
Below:  .....
false
Left:  .
false
Right:  .
false
look around 149
Above:  ..*..
true
{
  id: 737,
  line: 86,
  foundAt: 71,
  length: 3,
  number: 149,
  foundGearAt: '85,72'
}
Below:  .....
false
Left:  .
false
Right:  .
false
look around 910
Above:  .....
false
Below:  .....
false
Left:  .
false
Right:  %
true
look around 81
Above:  ....
false
Below:  ...*
true
87 {
  id: 739,
  line: 86,
  foundAt: 90,
  length: 2,
  number: 81,
  foundGearAt: '87,92'
}
Left:  .
false
Right:  .
false
look around 653
Above:  ..*..
true
{
  id: 740,
  line: 86,
  foundAt: 104,
  length: 3,
  number: 653,
  foundGearAt: '85,105'
}
Below:  .....
false
Left:  .
false
Right:  .
false
look around 407
Above:  *....
true
{
  id: 741,
  line: 86,
  foundAt: 109,
  length: 3,
  number: 407,
  foundGearAt: '85,108'
}
Below:  .....
false
Left:  .
false
Right:  .
false
look around 819
Above:  .....
false
Below:  *....
true
87 {
  id: 742,
  line: 86,
  foundAt: 118,
  length: 3,
  number: 819,
  foundGearAt: '87,117'
}
Left:  .
false
Right:  .
false
look around 950
Above:  ....*
true
{
  id: 743,
  line: 87,
  foundAt: 13,
  length: 3,
  number: 950,
  foundGearAt: '86,16'
}
Below:  .....
false
Left:  .
false
Right:  .
false
look around 448
Above:  .....
false
Below:  .....
false
Left:  .
false
Right:  #
true
look around 691
Above:  .....
false
Below:  .....
false
Left:  &
true
Right:  .
false
look around 538
Above:  .....
false
Below:  ...*.
true
88 {
  id: 746,
  line: 87,
  foundAt: 97,
  length: 3,
  number: 538,
  foundGearAt: '88,99'
}
Left:  .
false
Right:  .
false
look around 681
Above:  .....
false
Below:  .....
false
Left:  .
false
Right:  *
true
look around 560
Above:  ..@..
true
Below:  .....
false
Left:  .
false
Right:  .
false
look around 25
Above:  .*..
true
{
  id: 749,
  line: 88,
  foundAt: 5,
  length: 2,
  number: 25,
  foundGearAt: '87,5'
}
Below:  ....
false
Left:  .
false
Right:  .
false
look around 60
Above:  .*..
true
{
  id: 750,
  line: 88,
  foundAt: 27,
  length: 2,
  number: 60,
  foundGearAt: '87,27'
}
Below:  ....
false
Left:  .
false
Right:  .
false
look around 304
Above:  .....
false
Below:  .....
false
Left:  .
false
Right:  *
true
look around 863
Above:  .....
false
Below:  .....
false
Left:  *
true
Right:  .
false
look around 103
Above:  ...*.
true
{
  id: 753,
  line: 88,
  foundAt: 90,
  length: 3,
  number: 103,
  foundGearAt: '87,92'
}
Below:  .....
false
Left:  .
false
Right:  .
false
look around 811
Above:  .....
false
Below:  ...*.
true
89 {
  id: 754,
  line: 88,
  foundAt: 109,
  length: 3,
  number: 811,
  foundGearAt: '89,111'
}
Left:  .
false
Right:  .
false
look around 923
Above:  .....
false
Below:  ...+.
true
Left:  .
false
Right:  .
false
look around 426
Above:  .....
false
Below:  .../.
true
Left:  .
false
Right:  .
false
look around 800
Above:  .....
false
Below:  ....*
true
90 {
  id: 757,
  line: 89,
  foundAt: 1,
  length: 3,
  number: 800,
  foundGearAt: '90,4'
}
Left:  .
false
Right:  .
false
look around 974
Above:  .*...
true
{
  id: 758,
  line: 89,
  foundAt: 41,
  length: 3,
  number: 974,
  foundGearAt: '88,41'
}
Below:  .....
false
Left:  .
false
Right:  .
false
look around 255
Above:  .....
false
Below:  ..*..
true
90 {
  id: 759,
  line: 89,
  foundAt: 58,
  length: 3,
  number: 255,
  foundGearAt: '90,59'
}
Left:  .
false
Right:  .
false
look around 958
Above:  ../..
true
Below:  .....
false
Left:  .
false
Right:  .
false
look around 738
Above:  .....
false
Below:  .....
false
Left:  .
false
Right:  .
false
look around 465
Above:  .*...
true
{
  id: 762,
  line: 89,
  foundAt: 99,
  length: 3,
  number: 465,
  foundGearAt: '88,99'
}
Below:  .....
false
Left:  .
false
Right:  .
false
look around 181
Above:  .....
false
Below:  ....*
true
90 {
  id: 763,
  line: 89,
  foundAt: 118,
  length: 3,
  number: 181,
  foundGearAt: '90,121'
}
Left:  .
false
Right:  .
false
look around 824
Above:  .....
false
Below:  .....
false
Left:  .
false
Right:  .
false
look around 782
Above:  ./...
true
Below:  .....
false
Left:  .
false
Right:  .
false
look around 90
Above:  ....
false
Below:  ....
false
Left:  .
false
Right:  .
false
look around 505
Above:  .....
false
Below:  .....
false
Left:  +
true
Right:  .
false
look around 903
Above:  .....
false
Below:  ...*.
true
91 {
  id: 768,
  line: 90,
  foundAt: 64,
  length: 3,
  number: 903,
  foundGearAt: '91,66'
}
Left:  .
false
Right:  .
false
look around 544
Above:  .....
false
Below:  ..@..
true
Left:  .
false
Right:  .
false
look around 712
Above:  .....
false
Below:  ....*
true
91 {
  id: 770,
  line: 90,
  foundAt: 90,
  length: 3,
  number: 712,
  foundGearAt: '91,93'
}
Left:  .
false
Right:  .
false
look around 826
Above:  .....
false
Below:  *....
true
91 {
  id: 771,
  line: 90,
  foundAt: 94,
  length: 3,
  number: 826,
  foundGearAt: '91,93'
}
Left:  .
false
Right:  .
false
look around 800
Above:  ....*
true
{
  id: 772,
  line: 90,
  foundAt: 108,
  length: 3,
  number: 800,
  foundGearAt: '89,111'
}
Below:  .....
false
Left:  .
false
Right:  .
false
look around 408
Above:  ..*..
true
{
  id: 773,
  line: 91,
  foundAt: 3,
  length: 3,
  number: 408,
  foundGearAt: '90,4'
}
Below:  .....
false
Left:  .
false
Right:  .
false
look around 123
Above:  ...-.
true
Below:  .....
false
Left:  .
false
Right:  .
false
look around 557
Above:  ....*
true
{
  id: 775,
  line: 91,
  foundAt: 56,
  length: 3,
  number: 557,
  foundGearAt: '90,59'
}
Below:  .....
false
Left:  .
false
Right:  .
false
look around 561
Above:  .....
false
Below:  /....
true
Left:  .
false
Right:  .
false
look around 743
Above:  .....
false
Below:  ...=.
true
Left:  .
false
Right:  .
false
look around 310
Above:  .....
false
Below:  ....*
true
92 {
  id: 778,
  line: 91,
  foundAt: 117,
  length: 3,
  number: 310,
  foundGearAt: '92,120'
}
Left:  .
false
Right:  .
false
look around 642
Above:  *....
true
{
  id: 779,
  line: 91,
  foundAt: 122,
  length: 3,
  number: 642,
  foundGearAt: '90,121'
}
Below:  .....
false
Left:  .
false
Right:  .
false
look around 97
Above:  ....
false
Below:  ....
false
Left:  .
false
Right:  *
true
look around 475
Above:  .....
false
Below:  .....
false
Left:  *
true
Right:  .
false
look around 900
Above:  -....
true
Below:  .....
false
Left:  .
false
Right:  .
false
look around 494
Above:  .....
false
Below:  .....
false
Left:  #
true
Right:  .
false
look around 915
Above:  .....
false
Below:  *....
true
93 {
  id: 784,
  line: 92,
  foundAt: 28,
  length: 3,
  number: 915,
  foundGearAt: '93,27'
}
Left:  .
false
Right:  .
false
look around 624
Above:  .....
false
Below:  ...*.
true
93 {
  id: 785,
  line: 92,
  foundAt: 32,
  length: 3,
  number: 624,
  foundGearAt: '93,34'
}
Left:  .
false
Right:  .
false
look around 508
Above:  ...*.
true
{
  id: 786,
  line: 92,
  foundAt: 64,
  length: 3,
  number: 508,
  foundGearAt: '91,66'
}
Below:  .....
false
Left:  .
false
Right:  .
false
look around 431
Above:  .....
false
Below:  ..%..
true
Left:  .
false
Right:  .
false
look around 500
Above:  .....
false
Below:  .....
false
Left:  *
true
Right:  .
false
look around 986
Above:  .....
false
Below:  ..%..
true
Left:  .
false
Right:  .
false
look around 187
Above:  .....
false
Below:  .....
false
Left:  .
false
Right:  .
false
look around 741
Above:  .....
false
Below:  .....
false
Left:  #
true
Right:  .
false
look around 957
Above:  .....
false
Below:  .....
false
Left:  @
true
Right:  .
false
look around 979
Above:  ./...
true
Below:  .....
false
Left:  .
false
Right:  .
false
look around 218
Above:  .*...
true
{
  id: 794,
  line: 93,
  foundAt: 120,
  length: 3,
  number: 218,
  foundGearAt: '92,120'
}
Below:  .....
false
Left:  .
false
Right:  .
false
look around 805
Above:  .....
false
Below:  .....
false
Left:  .
false
Right:  .
false
look around 505
Above:  .....
false
Below:  .....
false
Left:  .
false
Right:  *
true
look around 59
Above:  .*..
true
{
  id: 797,
  line: 94,
  foundAt: 27,
  length: 2,
  number: 59,
  foundGearAt: '93,27'
}
Below:  ....
false
Left:  .
false
Right:  .
false
look around 595
Above:  .*...
true
{
  id: 798,
  line: 94,
  foundAt: 34,
  length: 3,
  number: 595,
  foundGearAt: '93,34'
}
Below:  .....
false
Left:  .
false
Right:  .
false
look around 948
Above:  *....
true
{
  id: 799,
  line: 94,
  foundAt: 54,
  length: 3,
  number: 948,
  foundGearAt: '93,53'
}
Below:  .....
false
Left:  .
false
Right:  .
false
look around 885
Above:  ../..
true
Below:  .....
false
Left:  .
false
Right:  .
false
look around 808
Above:  .....
false
Below:  .....
false
Left:  *
true
Right:  .
false
look around 554
Above:  .....
false
Below:  =....
true
Left:  .
false
Right:  .
false
look around 70
Above:  ....
false
Below:  ...&
true
Left:  .
false
Right:  .
false
look around 827
Above:  .....
false
Below:  .....
false
Left:  .
false
Right:  =
true
look around 690
Above:  *...
true
{
  id: 805,
  line: 94,
  foundAt: 137,
  length: 3,
  number: 690,
  foundGearAt: '93,136'
}
Below:  ....
false
Left:  .
false
look around 95
Above:  ....
false
Below:  .*..
true
96 {
  id: 806,
  line: 95,
  foundAt: 3,
  length: 2,
  number: 95,
  foundGearAt: '96,3'
}
Left:  .
false
Right:  .
false
look around 455
Above:  .....
false
Below:  ..#..
true
Left:  .
false
Right:  .
false
look around 776
Above:  .+...
true
Below:  .....
false
Left:  .
false
Right:  .
false
look around 795
Above:  ....*
true
{
  id: 809,
  line: 95,
  foundAt: 74,
  length: 3,
  number: 795,
  foundGearAt: '94,77'
}
Below:  .....
false
Left:  .
false
Right:  .
false
look around 349
Above:  .....
false
Below:  ..*..
true
96 {
  id: 810,
  line: 95,
  foundAt: 111,
  length: 3,
  number: 349,
  foundGearAt: '96,112'
}
Left:  .
false
Right:  .
false
look around 621
Above:  .....
false
Below:  .....
false
Left:  .
false
Right:  *
true
look around 80
Above:  ....
false
Below:  ....
false
Left:  *
true
Right:  .
false
look around 793
Above:  ..+..
true
Below:  .....
false
Left:  .
false
Right:  .
false
look around 842
Above:  .....
false
Below:  ....-
true
Left:  .
false
Right:  .
false
look around 898
Above:  .....
false
Below:  ...*.
true
97 {
  id: 815,
  line: 96,
  foundAt: 56,
  length: 3,
  number: 898,
  foundGearAt: '97,58'
}
Left:  .
false
Right:  .
false
look around 729
Above:  .....
false
Below:  ..*..
true
97 {
  id: 816,
  line: 96,
  foundAt: 68,
  length: 3,
  number: 729,
  foundGearAt: '97,69'
}
Left:  .
false
Right:  .
false
look around 698
Above:  .....
false
Below:  -....
true
Left:  .
false
Right:  .
false
look around 273
Above:  ...$.
true
Below:  .....
false
Left:  .
false
Right:  .
false
look around 704
Above:  .....
false
Below:  ..*..
true
97 {
  id: 819,
  line: 96,
  foundAt: 106,
  length: 3,
  number: 704,
  foundGearAt: '97,107'
}
Left:  .
false
Right:  .
false
look around 451
Above:  .....
false
Below:  ..#..
true
Left:  .
false
Right:  .
false
look around 340
Above:  ..../
true
Below:  .....
false
Left:  .
false
Right:  .
false
look around 911
Above:  ..$..
true
Below:  .....
false
Left:  .
false
Right:  .
false
look around 865
Above:  .....
false
Below:  -....
true
Left:  .
false
Right:  .
false
look around 876
Above:  .....
false
Below:  ....*
true
98 {
  id: 824,
  line: 97,
  foundAt: 33,
  length: 3,
  number: 876,
  foundGearAt: '98,36'
}
Left:  .
false
Right:  .
false
look around 676
Above:  .....
false
Below:  .....
false
Left:  .
false
Right:  *
true
look around 498
Above:  .....
false
Below:  .....
false
Left:  *
true
Right:  .
false
look around 424
Above:  .....
false
Below:  .....
false
Left:  .
false
Right:  .
false
look around 241
Above:  .....
false
Below:  .@...
true
Left:  .
false
Right:  .
false
look around 967
Above:  .%...
true
Below:  .....
false
Left:  .
false
Right:  .
false
look around 323
Above:  .....
false
Below:  ..*..
true
98 {
  id: 830,
  line: 97,
  foundAt: 135,
  length: 3,
  number: 323,
  foundGearAt: '98,136'
}
Left:  .
false
Right:  .
false
look around 271
Above:  .....
false
Below:  .....
false
Left:  *
true
Right:  .
false
look around 578
Above:  .....
false
Below:  ....=
true
Left:  .
false
Right:  .
false
look around 734
Above:  ...*.
true
{
  id: 833,
  line: 98,
  foundAt: 56,
  length: 3,
  number: 734,
  foundGearAt: '97,58'
}
Below:  .....
false
Left:  .
false
Right:  .
false
look around 8
Above:  ..%
true
Below:  ...
false
Left:  .
false
Right:  .
false
look around 692
Above:  .....
false
Below:  *....
true
99 {
  id: 835,
  line: 98,
  foundAt: 64,
  length: 3,
  number: 692,
  foundGearAt: '99,63'
}
Left:  .
false
Right:  .
false
look around 435
Above:  .*...
true
{
  id: 836,
  line: 98,
  foundAt: 69,
  length: 3,
  number: 435,
  foundGearAt: '97,69'
}
Below:  .....
false
Left:  .
false
Right:  .
false
look around 698
Above:  .....
false
Below:  ..+..
true
Left:  .
false
Right:  .
false
look around 548
Above:  ..=..
true
Below:  .....
false
Left:  .
false
Right:  .
false
look around 131
Above:  .....
false
Below:  ...#.
true
Left:  .
false
Right:  .
false
look around 523
Above:  .....
false
Below:  ....*
true
100 {
  id: 840,
  line: 99,
  foundAt: 77,
  length: 3,
  number: 523,
  foundGearAt: '100,80'
}
Left:  .
false
Right:  .
false
look around 659
Above:  .....
false
Below:  *....
true
100 {
  id: 841,
  line: 99,
  foundAt: 81,
  length: 3,
  number: 659,
  foundGearAt: '100,80'
}
Left:  .
false
Right:  .
false
look around 221
Above:  .....
false
Below:  .&...
true
Left:  .
false
Right:  .
false
look around 468
Above:  .....
false
Below:  ...#.
true
Left:  .
false
Right:  .
false
look around 263
Above:  .....
false
Below:  +....
true
Left:  .
false
Right:  .
false
look around 395
Above:  .....
false
Below:  ....*
true
100 {
  id: 845,
  line: 99,
  foundAt: 128,
  length: 3,
  number: 395,
  foundGearAt: '100,131'
}
Left:  .
false
Right:  .
false
look around 408
Above:  .....
false
Below:  *....
true
100 {
  id: 846,
  line: 99,
  foundAt: 132,
  length: 3,
  number: 408,
  foundGearAt: '100,131'
}
Left:  .
false
Right:  .
false
look around 757
Above:  *...
true
{
  id: 847,
  line: 99,
  foundAt: 137,
  length: 3,
  number: 757,
  foundGearAt: '98,136'
}
Below:  ....
false
Left:  .
false
look around 236
Above:  .=...
true
Below:  .....
false
Left:  .
false
Right:  .
false
look around 661
Above:  .*...
true
{
  id: 849,
  line: 100,
  foundAt: 12,
  length: 3,
  number: 661,
  foundGearAt: '99,12'
}
Below:  .....
false
Left:  .
false
Right:  .
false
look around 565
Above:  .....
false
Below:  .....
false
Left:  .
false
Right:  *
true
look around 228
Above:  =....
true
Below:  .....
false
Left:  .
false
Right:  .
false
look around 287
Above:  *....
true
{
  id: 852,
  line: 100,
  foundAt: 64,
  length: 3,
  number: 287,
  foundGearAt: '99,63'
}
Below:  .....
false
Left:  .
false
Right:  .
false
look around 448
Above:  .....
false
Below:  ....*
true
101 {
  id: 853,
  line: 100,
  foundAt: 70,
  length: 3,
  number: 448,
  foundGearAt: '101,73'
}
Left:  .
false
Right:  .
false
look around 982
Above:  *....
true
{
  id: 854,
  line: 101,
  foundAt: 22,
  length: 3,
  number: 982,
  foundGearAt: '100,21'
}
Below:  .....
false
Left:  .
false
Right:  .
false
look around 403
Above:  .....
false
Below:  .....
false
Left:  .
false
Right:  *
true
look around 317
Above:  .....
false
Below:  .....
false
Left:  *
true
Right:  .
false
look around 103
Above:  .....
false
Below:  .....
false
Left:  *
true
Right:  .
false
look around 454
Above:  .....
false
Below:  ..=..
true
Left:  .
false
Right:  .
false
look around 311
Above:  .....
false
Below:  .....
false
Left:  .
false
Right:  .
false
look around 588
Above:  =....
true
Below:  .....
false
Left:  .
false
Right:  .
false
look around 105
Above:  .....
false
Below:  ....*
true
102 {
  id: 861,
  line: 101,
  foundAt: 133,
  length: 3,
  number: 105,
  foundGearAt: '102,136'
}
Left:  .
false
Right:  .
false
look around 72
Above:  ....
false
Below:  ....
false
Left:  .
false
Right:  .
false
look around 246
Above:  .....
false
Below:  .....
false
Left:  .
false
Right:  .
false
look around 991
Above:  ..$..
true
Below:  .....
false
Left:  .
false
Right:  .
false
look around 12
Above:  ....
false
Below:  *...
true
103 {
  id: 865,
  line: 102,
  foundAt: 61,
  length: 2,
  number: 12,
  foundGearAt: '103,60'
}
Left:  .
false
Right:  .
false
look around 271
Above:  .....
false
Below:  ....*
true
103 {
  id: 866,
  line: 102,
  foundAt: 89,
  length: 3,
  number: 271,
  foundGearAt: '103,92'
}
Left:  .
false
Right:  .
false
look around 668
Above:  .#...
true
Below:  .....
false
Left:  .
false
Right:  .
false
look around 348
Above:  .....
false
Below:  ..*..
true
104 {
  id: 868,
  line: 103,
  foundAt: 7,
  length: 3,
  number: 348,
  foundGearAt: '104,8'
}
Left:  .
false
Right:  .
false
look around 259
Above:  .....
false
Below:  +....
true
Left:  .
false
Right:  .
false
look around 384
Above:  .....
false
Below:  .....
false
Left:  /
true
Right:  .
false
look around 221
Above:  .....
false
Below:  .....
false
Left:  .
false
Right:  .
false
look around 873
Above:  /....
true
Below:  .....
false
Left:  .
false
Right:  .
false
look around 560
Above:  .....
false
Below:  ...*.
true
104 {
  id: 873,
  line: 103,
  foundAt: 66,
  length: 3,
  number: 560,
  foundGearAt: '104,68'
}
Left:  .
false
Right:  .
false
look around 686
Above:  ...%.
true
Below:  .....
false
Left:  .
false
Right:  .
false
look around 241
Above:  .....
false
Below:  ....&
true
Left:  .
false
Right:  .
false
look around 763
Above:  .....
false
Below:  ..=..
true
Left:  .
false
Right:  .
false
look around 884
Above:  *...
true
{
  id: 877,
  line: 103,
  foundAt: 137,
  length: 3,
  number: 884,
  foundGearAt: '102,136'
}
Below:  ....
false
Left:  .
false
look around 848
Above:  $....
true
Below:  .....
false
Left:  .
false
Right:  .
false
look around 76
Above:  &...
true
Below:  ....
false
Left:  .
false
Right:  .
false
look around 889
Above:  .....
false
Below:  ..*..
true
105 {
  id: 880,
  line: 104,
  foundAt: 87,
  length: 3,
  number: 889,
  foundGearAt: '105,88'
}
Left:  .
false
Right:  .
false
look around 417
Above:  .*...
true
{
  id: 881,
  line: 104,
  foundAt: 92,
  length: 3,
  number: 417,
  foundGearAt: '103,92'
}
Below:  .....
false
Left:  .
false
Right:  .
false
look around 404
Above:  .....
false
Below:  ..*..
true
105 {
  id: 882,
  line: 104,
  foundAt: 96,
  length: 3,
  number: 404,
  foundGearAt: '105,97'
}
Left:  .
false
Right:  .
false
look around 538
Above:  .....
false
Below:  ./...
true
Left:  .
false
Right:  .
false
look around 663
Above:  .....
false
Below:  .....
false
Left:  .
false
Right:  .
false
look around 61
Above:  ....
false
Below:  .+..
true
Left:  .
false
Right:  .
false
look around 446
Above:  ..*..
true
{
  id: 886,
  line: 105,
  foundAt: 7,
  length: 3,
  number: 446,
  foundGearAt: '104,8'
}
Below:  .....
false
Left:  .
false
Right:  .
false
look around 948
Above:  .....
false
Below:  .....
false
Left:  .
false
Right:  .
false
look around 805
Above:  .....
false
Below:  ...*.
true
106 {
  id: 888,
  line: 105,
  foundAt: 19,
  length: 3,
  number: 805,
  foundGearAt: '106,21'
}
Left:  .
false
Right:  .
false
look around 615
Above:  .....
false
Below:  *....
true
106 {
  id: 889,
  line: 105,
  foundAt: 27,
  length: 3,
  number: 615,
  foundGearAt: '106,26'
}
Left:  .
false
Right:  .
false
look around 303
Above:  .....
false
Below:  .....
false
Left:  .
false
Right:  +
true
look around 372
Above:  ....=
true
Below:  .....
false
Left:  .
false
Right:  .
false
look around 893
Above:  .....
false
Below:  ..../
true
Left:  .
false
Right:  .
false
look around 945
Above:  .....
false
Below:  ....+
true
Left:  .
false
Right:  .
false
look around 849
Above:  *....
true
{
  id: 894,
  line: 105,
  foundAt: 69,
  length: 3,
  number: 849,
  foundGearAt: '104,68'
}
Below:  .....
false
Left:  .
false
Right:  .
false
look around 861
Above:  ..*..
true
{
  id: 895,
  line: 105,
  foundAt: 81,
  length: 3,
  number: 861,
  foundGearAt: '104,82'
}
Below:  .....
false
Left:  .
false
Right:  .
false
look around 187
Above:  .....
false
Below:  .....
false
Left:  .
false
Right:  .
false
look around 980
Above:  .....
false
Below:  ...*.
true
106 {
  id: 897,
  line: 105,
  foundAt: 105,
  length: 3,
  number: 980,
  foundGearAt: '106,107'
}
Left:  .
false
Right:  .
false
look around 838
Above:  .....
false
Below:  *....
true
106 {
  id: 898,
  line: 105,
  foundAt: 130,
  length: 3,
  number: 838,
  foundGearAt: '106,129'
}
Left:  .
false
Right:  .
false
look around 453
Above:  .....
false
Below:  ....*
true
107 {
  id: 899,
  line: 106,
  foundAt: 3,
  length: 3,
  number: 453,
  foundGearAt: '107,6'
}
Left:  .
false
Right:  .
false
look around 357
Above:  .....
false
Below:  ..$..
true
Left:  .
false
Right:  .
false
look around 506
Above:  ..*..
true
{
  id: 901,
  line: 106,
  foundAt: 87,
  length: 3,
  number: 506,
  foundGearAt: '105,88'
}
Below:  .....
false
Left:  .
false
Right:  .
false
look around 129
Above:  ....*
true
{
  id: 902,
  line: 106,
  foundAt: 94,
  length: 3,
  number: 129,
  foundGearAt: '105,97'
}
Below:  .....
false
Left:  .
false
Right:  .
false
look around 633
Above:  ..&..
true
Below:  .....
false
Left:  .
false
Right:  .
false
look around 822
Above:  .....
false
Below:  ....*
true
107 {
  id: 904,
  line: 106,
  foundAt: 114,
  length: 3,
  number: 822,
  foundGearAt: '107,117'
}
Left:  .
false
Right:  .
false
look around 188
Above:  .....
false
Below:  .....
false
Left:  *
true
Right:  .
false
look around 495
Above:  ....*
true
{
  id: 906,
  line: 107,
  foundAt: 18,
  length: 3,
  number: 495,
  foundGearAt: '106,21'
}
Below:  .....
false
Left:  .
false
Right:  .
false
look around 732
Above:  ..*..
true
{
  id: 907,
  line: 107,
  foundAt: 25,
  length: 3,
  number: 732,
  foundGearAt: '106,26'
}
Below:  .....
false
Left:  .
false
Right:  .
false
look around 635
Above:  .....
false
Below:  .....
false
Left:  .
false
Right:  *
true
look around 219
Above:  .....
false
Below:  ..*..
true
108 {
  id: 909,
  line: 107,
  foundAt: 62,
  length: 3,
  number: 219,
  foundGearAt: '108,63'
}
Left:  .
false
Right:  .
false
look around 65
Above:  ....
false
Below:  ....
false
Left:  .
false
Right:  .
false
look around 475
Above:  .....
false
Below:  .*...
true
108 {
  id: 911,
  line: 107,
  foundAt: 79,
  length: 3,
  number: 475,
  foundGearAt: '108,79'
}
Left:  .
false
Right:  .
false
look around 811
Above:  ..@..
true
Below:  .....
false
Left:  .
false
Right:  .
false
look around 231
Above:  ....*
true
{
  id: 913,
  line: 107,
  foundAt: 104,
  length: 3,
  number: 231,
  foundGearAt: '106,107'
}
Below:  .....
false
Left:  .
false
Right:  .
false
look around 332
Above:  .....
false
Below:  .....
false
Left:  .
false
Right:  %
true
look around 212
Above:  ...*.
true
{
  id: 915,
  line: 107,
  foundAt: 127,
  length: 3,
  number: 212,
  foundGearAt: '106,129'
}
Below:  .....
false
Left:  .
false
Right:  .
false
look around 575
Above:  *....
true
{
  id: 916,
  line: 108,
  foundAt: 44,
  length: 3,
  number: 575,
  foundGearAt: '107,43'
}
Below:  .....
false
Left:  .
false
Right:  .
false
look around 591
Above:  .....
false
Below:  ...*.
true
109 {
  id: 917,
  line: 108,
  foundAt: 57,
  length: 3,
  number: 591,
  foundGearAt: '109,59'
}
Left:  .
false
Right:  .
false
look around 420
Above:  .....
false
Below:  %....
true
Left:  .
false
Right:  .
false
look around 897
Above:  .....
false
Below:  .....
false
Left:  .
false
Right:  .
false
look around 317
Above:  ...*.
true
{
  id: 920,
  line: 108,
  foundAt: 115,
  length: 3,
  number: 317,
  foundGearAt: '107,117'
}
Below:  .....
false
Left:  .
false
Right:  .
false
look around 165
Above:  .....
false
Below:  .*...
true
109 {
  id: 921,
  line: 108,
  foundAt: 131,
  length: 3,
  number: 165,
  foundGearAt: '109,131'
}
Left:  .
false
Right:  .
false
look around 762
Above:  ....
false
Below:  *...
true
109 {
  id: 922,
  line: 108,
  foundAt: 137,
  length: 3,
  number: 762,
  foundGearAt: '109,136'
}
Left:  .
false
look around 764
Above:  .....
false
Below:  ..*..
true
110 {
  id: 923,
  line: 109,
  foundAt: 13,
  length: 3,
  number: 764,
  foundGearAt: '110,14'
}
Left:  .
false
Right:  .
false
look around 410
Above:  .....
false
Below:  .....
false
Left:  .
false
Right:  .
false
look around 438
Above:  *....
true
{
  id: 925,
  line: 109,
  foundAt: 34,
  length: 3,
  number: 438,
  foundGearAt: '108,33'
}
Below:  .....
false
Left:  .
false
Right:  .
false
look around 588
Above:  .-...
true
Below:  .....
false
Left:  .
false
Right:  .
false
look around 245
Above:  ...*.
true
{
  id: 927,
  line: 109,
  foundAt: 61,
  length: 3,
  number: 245,
  foundGearAt: '108,63'
}
Below:  .....
false
Left:  .
false
Right:  .
false
look around 468
Above:  .*...
true
{
  id: 928,
  line: 109,
  foundAt: 79,
  length: 3,
  number: 468,
  foundGearAt: '108,79'
}
Below:  .....
false
Left:  .
false
Right:  .
false
look around 32
Above:  ....
false
Below:  ...*
true
110 {
  id: 929,
  line: 109,
  foundAt: 92,
  length: 2,
  number: 32,
  foundGearAt: '110,94'
}
Left:  .
false
Right:  .
false
look around 714
Above:  .....
false
Below:  .....
false
Left:  -
true
Right:  .
false
look around 456
Above:  .....
false
Below:  .....
false
Left:  .
false
Right:  .
false
look around 516
Above:  ....*
true
{
  id: 932,
  line: 110,
  foundAt: 38,
  length: 3,
  number: 516,
  foundGearAt: '109,41'
}
Below:  .....
false
Left:  .
false
Right:  .
false
look around 552
Above:  *....
true
{
  id: 933,
